from_user,text,created_at
MarwaApril,#ابو_اسماعيل بيدور ع الختم اللي في المستندات ... ماتشوف قفاك كده ياشيخ\n#حازمون #كاذبون,16/04/2012 20:38
NezarMahmoud,هو مش هانخلص من مسلسل الهابط بتاع ابو اسماعيل .. ما تنجز ياض يا سمعه مكانش منصب محدش عارف صلاحيته لحد دلوقتى ! #ابو_اسماعيل,16/04/2012 20:38
AmrElGabry,"بعض العلمانيين و الحاقدين نازلين شتم و استهزاء بـ #ابو_اسماعيل على تويتر , بس هم ع الارض لاشيئ .. القافلة تسير والكلاب تنبح #مصر",16/04/2012 20:36
AllAboutArab,http://t.co/lx3Bolo0 #صباحى #ابو_الفتوح #ابو_اسماعيل,16/04/2012 20:36
5arouB,RT @MBashta: #ابو_اسماعيل بيحاول يعمل إيه؟مش واخد بالو إنو واخد #حازمون و #مصر كلها على حارة سد؟\nزمب مصر إيه إن أمك وباقي عائلتك من الفرنجة؟\n#ماما_امريكا,16/04/2012 20:35
ayazikas,بما ان الموضوع ان امريكا بتتلزق فى ابو اسماعيل وامه ومش سايباهم فى حالهم انا بقى عاوزة جنسية امريكية اكيد امريكا تتمنى #ابو_اسماعيل #حازمون,16/04/2012 20:35
SimonaSamar,قررت انتخاب #ابو_الفتوح قبل علمى بخروج #ابو_اسماعيل.على #ولاد_ابو_اسماعيل التزام ادب الخلاف مع #ابو_الفتوح,16/04/2012 20:34
unkown_solider,http://t.co/NXsDAK95 \n#ابو_اسماعيل يهرب من القسم علي جنسيه والدته #egypt #tahrir,16/04/2012 20:31
allogine,اتفرج #رصد ناشره ورق عن #ابو_اسماعيل وهطل اللجنة الامنجية #ولاد_الوسخة اللي معلقين على الحوار #كافحوا_الخراء_الفكري http://t.co/XJYTG1Sm,16/04/2012 20:30
HossamMofid,أبو إسماعيل يتهرب من هيئة شورى العلماء لرفضه القسم على جنسية والدته: الله يخرب بيت الكرسى اللى يخلى الواحد يكدب ياعم مش مستاهلة #ابو_اسماعيل,16/04/2012 20:29
asmaa_elalfy,أنا حاسس ان الغبى ابو اسماعيل مجرد لعبة مخابراتية من جهة ما لإحداث فتنة فى مصر يعلن العسكر على اثرها الأحكام العرفية. #مصر #ابو_اسماعيل,16/04/2012 20:29
just_virtual,#ابو_اسماعيل نيو ڤيرجين من اوباما شخصيآ\n#حازمون #كاذبون http://t.co/CYH5p9eC,16/04/2012 20:27
Romza_,لما ام ابو اسماعيل مش محجبة واخته معاها الجنسية الامريكية .. امال ابو اسماعيل طالع سلفى لمين ؟! #ابو_اسماعيل #والله_مش_بهزر,16/04/2012 20:27
ProudBaltagia,الورقة بتاعة الخارجية مزورة...قشطة، فين..ورق..حازم؟ فين اي حاجه؟؟؟\n#ابو_اسماعيل,16/04/2012 20:26
Rbarghash,حازم قال ايه على قناة الحكمه ؟ #حازمون #ابو_اسماعيل,16/04/2012 20:26
ahmedhanafylawy,هوه أعضاء البرلمان (41) اللي عملوا توكيلات للشيخ حازم عملوا ايه ؟ حد فيهم قدم استجواب ؟ حد منهم رفع شماعة \n#ابو_اسماعيل #تواطؤ,16/04/2012 20:24
abou_salem,RT @MohamadHaitham: كان الله بعونك يا #ابو_اسماعيل .. #مصر #انتخابات_مصر,16/04/2012 20:23
da5el_7afy,كان الله بعونك يا #ابو_اسماعيل .. #مصر #انتخابات_مصر,16/04/2012 20:22
Ph_Fofa,#حازم #ابو_اسماعيل  #مصر  الشيخ بيلعبها صح بيهدم الشكوك الي جوة عامة الناس حتي يؤول الامر الي اللجنة بطريقة غير مباشرة,16/04/2012 20:22
KarShaf,"لسان حال #ابو_اسماعيل بيقول ""أكدب وصدق الكذبة لحد ما الخرفان  يصدقوك  والناس مش مهم لأنهم قله مندسه""",16/04/2012 20:18
Hossam_Hegazy,RT @mohamedaminmasa: #ابو_اسماعيل مابيعملش حاجه غير تهديد في الهوا.. علي فكره مش كل عيار مايصيبش يدوش.. بعد فتره بيبقي لابيدوش ولا بيتسمع اصلا\n#حازمون #كاذبون,16/04/2012 20:17
MFpharmacist,@HazemAbuIsmail انا سوري في الامارات .. اتمنى لك التوفيق يا #ابو_اسماعيل,16/04/2012 20:15
egypt_flag,المستندات التي تم الاعتماد عليها لاستبعاد حازم ابو اسماعيل من قائمة مرشحين الرئاسة http://t.co/B7VXzMd3 #حازمون #ابو_اسماعيل #HazemSalah,16/04/2012 20:13
mhlawezzi,من هو صبحي صالح الاخواني المدلل\nمن محامي مغمور لعضو برلماني\nانشر وريتويت ولك الاجر والثواب\nhttp://t.co/Y9cH8oVB \n#مصر #ابو_اسماعيل #اخوان,16/04/2012 20:07
Y_Salem,#ابو_اسماعيل مابيعملش حاجه غير تهديد في الهوا.. علي فكره مش كل عيار مايصيبش يدوش.. بعد فتره بيبقي لابيدوش ولا بيتسمع اصلا\n#حازمون #كاذبون,16/04/2012 20:07
_3aboody_,المستندات التى أعتمدت عليها اللجنة #ابو_اسماعيل\nhttps://t.co/1qmcGGEq,16/04/2012 20:06
musemuhammed17,اولاد #ابو_اسماعيل اخرهم اية؟ بوسترات\n#raseeni #Egypt #question :) #Happy_Sham_El_Nessim_ismail_kids,16/04/2012 20:06
M7MOUDNASEF,ظاهرة غريبة إن الناس البتتميز بالكذب الممنهج هم الاخوة المتدينين من أمثال #البلكيمي و #ابو_اسماعيل و #الشاطر..و قيادة #الاخوان بشكل عام #مصر,16/04/2012 20:05
MayFAly,طب #ابو_اسماعيل مش هايطلع المستندات ؟ ياأخي طلع اي حاجه انشالله تطلع بتاعك\n #حازمون #كاذبون,16/04/2012 20:05
yasergamaleldin,#ابو_اسماعيل ده راجل لكاك زنان و مئاوح ! بقولكوا ايه :موتوا بغظكم يا #حازمون,16/04/2012 20:04
AliiiMohamed,#ابو_اسماعيل بيرّفس,16/04/2012 19:59
waelelmoghany,"متصلة بقناة الناس: وإيه المشكلة لو أم #ابو_اسماعيل معاها جنسية أمريكي, طب ما الرسول؛ كان سعودي.. فهل هذا معناه أنه لا يصلح لحكم #مصر..؟",16/04/2012 19:59
solofaan,#ابو_اسماعيل بيحاول يعمل إيه؟مش واخد بالو إنو واخد #حازمون و #مصر كلها على حارة سد؟\nزمب مصر إيه إن أمك وباقي عائلتك من الفرنجة؟\n#ماما_امريكا,16/04/2012 19:56
Mdiab0,هو السوري بيعرف يتكلم لهجه مصريه؟ #حازمون #حازم #ابو_اسماعيل ؟؟؟,16/04/2012 19:55
mahmud_warad,@uskamalzeid #ابو_اسماعيل رأى ان الموضوع مبقاش انه هيموت ع الحكم الموضوع انه عايز يثبت لكل الناس انه مش كذاب,16/04/2012 19:53
MohamedMarakby,RT علي فكرة و بعيد عن الهري\nو بعيد عن انك مع او ضد #ابو_اسماعيل\nبس بصراحة لو اللجنة رجعت في كلامها تبقي عرة\nو لازم تتشال كلها\n#NoSCAF,16/04/2012 19:52
Soha_Nabil,https://t.co/aIxj1qzJ الاوراق التى بسببها استبعد #حازم #ابو_اسماعيل,16/04/2012 19:52
Al3askarY,عكاشه هيطلع فيديو ع ابو اسماعيل ! يؤكد ان امه امريكيه ! :)#ابو_اسماعيل  #عكاشه,16/04/2012 19:51
mostafaz73,علي فكرة و بعيد عن الهري\nو بعيد عن انك مع او ضد #ابو_اسماعيل\nبس بصراحة لو اللجنة رجعت في كلامها تبقي عرة\nو لازم تتشال كلها\n#NoSCAF,16/04/2012 19:49
abd_alatey,وهي #نتخابات_الرئاسة فيها مين ؟ غير ولاد #ابو_اسماعيل وشوية مرشحين تانيين !!,16/04/2012 19:47
Som3aNada,تفتكر لية فى شوية من اولاد #ابو_اسماعيل مش لابسين جلاليب ؟ \n#raseeni #Egypt #question :) #Happy_Sham_El_Nessim_ismail_kids,16/04/2012 19:47
moslimboys,مش عارف حاسس من كلام #ابو_اسماعيل ان رجع لسياسة جر الرجل تانى فاتحلهم فى كلامه باب شك كده يبقى مجهز ليهم كارثة :D,16/04/2012 19:47
Abeer_mu7,#ابو_اسماعيل طول ما بوسماعين حيموت نفسه علي المللك والحكم عمره ماحينولها ! هذا الرجل أبعد مايكون عن الاسلام !!!,16/04/2012 19:47
tanwar3,#ابو_اسماعيل #الولعه_مستمره,16/04/2012 19:46
Samar_3aDeL,#ابو_اسماعيل حلو اوي منظر شوية الصيع دول اللي عاملين اعتصام ومسميين نفسهم أنصار بوسماعين ! حل سحري للبطاله الانضمام لحمله بوسماعين !!,16/04/2012 19:45
CatBullying,طب يعني احنا مزورين اللوجو بتاع وزاره الخارجيه الامريكيه وامريكا عامله نفسها نايمه عشان تسقط الولي بامر الله #ابو_اسماعيل #مصر طب يعني ينفع,16/04/2012 19:44
sakalonia,"RT “@IslamToday: أبو إسماعيل: أوراق ازدواج الجنسية ""مزورة"" http://t.co/YxTmK5sd”\n#مصر #ابو_اسماعيل",16/04/2012 19:44
muhamed88hassan,#ابو_اسماعيل عمال يلوم البرلمان و الناس اللي قالت نعم ف 19 مارس,16/04/2012 19:44
BOshkashmark,#ابو_اسماعيل اهو ده اللي ينطبق عليه المثل : الولد الخرة يجيب لأهله النعيله !!! اه والله !!!!,16/04/2012 19:41
moataziano,حازم أبو اسماعيل : قلت للجنة الورقة دي لا تساوي ورقة بيضة !! .. قالي هوه ده اللي عندنا !! \n#ابو_اسماعيل #استبعاد,16/04/2012 19:41
nnegypt,ابو اسماعيل بيقولك الورق مضروب ممكن يكون جاي من الصين ارحمنا بقي افتكاسات ياعم الحاج #ابو_اسماعيل #مصر #حازمون,16/04/2012 19:40
mmmselim,علي العليا للانتخابات ان تنشر سريعاوثائق #ابو_اسماعيل وتترك للناس ان تحكم بنفسها #حازمون #مصر #التحرير #الانتخابات_المصرية,16/04/2012 19:38
MostafaMolotov,حازم أبو اسماعيل : الشهادة ليست شهادة مطلقاً .. واللجنة تصف الأوراق بما ليس فيها \n#ابو_اسماعيل,16/04/2012 19:36
Mohamed__Ameen,لو كان #ايمن_نور مستبعدش كان برضه وقف جنب #ابو_اسماعيل كدا ؟!,16/04/2012 19:35
samarabdullah,ولاد #ابو_اسماعيل عملوا منصة اوصاد اللجنة #احا منين الفلوس دي,16/04/2012 19:35
solom1991,#ابو_اسماعيل فعلا أنصار بوسماعين المتخلفين خير دليل علي إفراز عصر مبارك من الجهلاء والمتخلفين !!,16/04/2012 19:35
MostafaAlzeidy,#ابو_اسماعيل كوميدين اوي أنصار بوسماعين دول عمالين يهتفوا خيبر يا يهود! هم فاكرين نفسهم في قريش لسه ! انا باقترح يفضلوا معتصمين لأربع سنوات!,16/04/2012 19:32
3mmarsharaf,وبعدين بقى فى الغباء ده !!\n#ابو_اسماعيل #abo_ismail #abo #ismail http://t.co/52ZXeOqD,16/04/2012 19:32
Mona_ElShazly,RT @Najm_D: فيديو :: تعليق أيمن نور على أوراق استبعاد حازم .. حاجة عاملة زي الكمتراية !! http://t.co/ZgFl4Ph8 \n#ابو_اسماعيل #استبعاد,16/04/2012 19:32
ahmed_zaghlol,"ولاد #ابو_اسماعيل  "" اسمع مني كويس ،، حازم هو الرئيس """,16/04/2012 19:31
cZaR_kHaLeD22,ولاد #ابو_اسماعيل نوين يعملوا عوائ انهردا,16/04/2012 19:31
omhabib50,فيديو :: تعليق أيمن نور على أوراق استبعاد حازم .. حاجة عاملة زي الكمتراية !! http://t.co/ZgFl4Ph8 \n#ابو_اسماعيل #استبعاد,16/04/2012 19:28
medhatrali,#حازمون... واي يو نو پروتست فور سيد بلال أور الشيخ عماد عفت؟ #تبا #ابو_اسماعيل #شيت #مصر,16/04/2012 19:27
Xarnoos,اجابة على الناس الى بتقول #فين_الفلوس_اللي_لهفها_حسان امال انتو فاكرين #ابو_اسماعيل جاب فلوس البسترات منين,16/04/2012 19:26
i_back_,المجلس وامريكا ايد نجسه هذا مايردده ولاد #ابو_اسماعيل  والله صدقو #25jan,16/04/2012 19:24
IslamQasim1,أنصار #ابو_اسماعيل بجد بيموتوني من الضحك,16/04/2012 19:23
mohamed_s3ed,قاللك انصار #ابو_اسماعيل مخربييين ... لأ واضح http://t.co/ytOWGBGk,16/04/2012 19:21
Mahfouzzzz,"أنا مبالومش على #ابو_اسماعيل , ناس كتير ممكن تكون مخدوعة في نفسها.. بلوم عاللي ماشيين وراه من غير أدنى إحكام للعقل #مصر #حازمون #Egypt",16/04/2012 19:18
M_Shehata1,حتى لو رجع #ابو_اسماعيل لسباق الرئاسة هيكون فقد كتير..هل اثبات او نفى جنسية شخص بهذه الدرجة من الصعوبة ؟؟,16/04/2012 19:15
amoatte,"#ايمن_نور يتضامن مع #حازم كرها وبغضا في اللجنة وليس حبا فيه ,لان مصلحتهم واحده, والتشكيك في اللجنه بمثابة براءة له .\n#حازمون #ابو_اسماعيل",16/04/2012 19:13
RFaroukEGY,#egypt #tahrir #noscaf #حازمون #ابو_اسماعيل هي مش المظاهرات حرام! ! جتكوا البلا وقفتوا حال البلد,16/04/2012 19:13
Eslamdetta,للاسف الشديد (ابو اسماعيل) كدب الكدبة وصدقها.. العيب انك تطلع كداب لكن العيب الاكبر انك تصر على الكدب للاسف فقدت احترامى ليك #ابو_اسماعيل,16/04/2012 19:12
AlsharifaMagda,الصفحه الرسميه ل #حازم #ابو_اسماعيل ستنشر المستندات التى اعتمدت عليها العليا للانخابات قبل المكالمه الهاتفيه,16/04/2012 19:10
bijo__,عيال صغيرة بتغنى ل #ابو_اسماعيل .. والبنت اللى لابسه بينك عاملة بايدها علامة الديفيل .. يا دينى :)) http://t.co/60vxWQ6r,16/04/2012 19:10
youssef_fouad,مفيش جديد في موضوع #ابو_اسماعيل أو #عمر_سليمان ؟؟,16/04/2012 19:10
